date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,death
2020-08-29,MS,82029.0,486488.0,819.0,215.0,111.0,2427.0
2020-08-29,MT,7251.0,0.0,128.0,0.0,0.0,104.0
2020-08-29,NC,165076.0,0.0,965.0,264.0,0.0,2683.0
2020-08-29,ND,11455.0,188263.0,65.0,17.0,0.0,145.0
2020-08-29,NE,33436.0,321782.0,168.0,0.0,0.0,392.0
2020-08-29,NH,7246.0,200094.0,7.0,0.0,0.0,432.0
2020-08-29,NJ,194719.0,2616427.0,437.0,88.0,26.0,15935.0
2020-08-29,NM,25178.0,0.0,67.0,0.0,0.0,769.0
2020-08-29,NV,68461.0,524060.0,675.0,182.0,102.0,1302.0
2020-08-29,NY,433402.0,0.0,458.0,116.0,48.0,25319.0
2020-08-29,OH,121340.0,0.0,791.0,260.0,143.0,4126.0
2020-08-29,OK,57353.0,806545.0,570.0,214.0,0.0,797.0
2020-08-29,OR,26054.0,517813.0,166.0,47.0,22.0,447.0
2020-08-29,PA,132834.0,1504108.0,509.0,0.0,78.0,7671.0
2020-08-29,PR,14986.0,305972.0,365.0,65.0,44.0,428.0
2020-08-29,RI,21857.0,248354.0,80.0,8.0,6.0,1047.0
2020-08-29,SC,117249.0,818374.0,945.0,245.0,145.0,2698.0
2020-08-29,SD,12942.0,131564.0,79.0,0.0,0.0,167.0
2020-08-29,TN,152280.0,0.0,1002.0,338.0,166.0,1725.0
2020-08-29,TX,606530.0,0.0,4273.0,1648.0,0.0,12420.0
2020-08-29,UT,51406.0,601013.0,139.0,48.0,0.0,407.0
2020-08-29,VA,118809.0,0.0,1101.0,245.0,131.0,2568.0
2020-08-29,VI,1118.0,14714.0,0.0,0.0,0.0,14.0
2020-08-29,VT,1601.0,127063.0,10.0,0.0,0.0,58.0
2020-08-29,WA,75656.0,0.0,425.0,0.0,46.0,1905.0
2020-08-29,WI,79730.0,1164740.0,268.0,90.0,0.0,1127.0
2020-08-29,WV,9967.0,0.0,151.0,49.0,23.0,212.0
2020-08-29,WY,3784.0,71473.0,15.0,0.0,0.0,37.0
2020-08-28,AK,5114.0,0.0,37.0,0.0,8.0,37.0
2020-08-28,AL,122185.0,842678.0,1002.0,0.0,0.0,2107.0
2020-08-28,AR,59583.0,638472.0,407.0,0.0,95.0,756.0
2020-08-28,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-28,AZ,200658.0,983419.0,809.0,272.0,160.0,4978.0
2020-08-28,CA,688858.0,0.0,5267.0,1477.0,0.0,12690.0
2020-08-28,CO,56773.0,642611.0,225.0,0.0,0.0,1937.0
2020-08-28,CT,52495.0,0.0,60.0,0.0,0.0,4465.0
2020-08-28,DC,13851.0,0.0,83.0,22.0,10.0,605.0
2020-08-28,DE,17083.0,213958.0,57.0,12.0,0.0,604.0
2020-08-28,FL,609074.0,3931871.0,4001.0,0.0,0.0,11099.0
2020-08-28,GA,265372.0,0.0,2648.0,0.0,0.0,5471.0
2020-08-28,GU,1287.0,35639.0,36.0,4.0,0.0,10.0
2020-08-28,HI,7566.0,180587.0,286.0,56.0,39.0,55.0
2020-08-28,IA,60971.0,546188.0,299.0,91.0,41.0,1095.0
2020-08-28,ID,31122.0,218065.0,176.0,53.0,0.0,343.0
2020-08-28,IL,231185.0,0.0,1546.0,352.0,132.0,8206.0
2020-08-28,IN,91313.0,952736.0,867.0,281.0,67.0,3277.0
2020-08-28,KS,41048.0,362099.0,328.0,96.0,31.0,443.0
2020-08-28,KY,46757.0,0.0,572.0,158.0,0.0,918.0
2020-08-28,LA,146944.0,1682235.0,900.0,0.0,141.0,4904.0
2020-08-28,MA,127584.0,1555664.0,312.0,60.0,26.0,9023.0
2020-08-28,MD,106664.0,1184606.0,412.0,106.0,0.0,3736.0
2020-08-28,ME,4436.0,0.0,10.0,6.0,1.0,132.0
2020-08-28,MI,111136.0,0.0,669.0,184.0,93.0,6712.0
2020-08-28,MN,73240.0,1028470.0,301.0,137.0,0.0,1859.0
2020-08-28,MO,80992.0,873641.0,1007.0,0.0,118.0,1464.0
2020-08-28,MP,54.0,13486.0,0.0,0.0,0.0,2.0
2020-08-28,MS,81294.0,481588.0,825.0,230.0,108.0,2413.0
2020-08-28,MT,7063.0,0.0,121.0,0.0,0.0,100.0
2020-08-28,NC,162491.0,0.0,970.0,278.0,0.0,2652.0
2020-08-28,ND,11083.0,186886.0,70.0,17.0,0.0,143.0
2020-08-28,NE,33101.0,319318.0,174.0,0.0,0.0,391.0
2020-08-28,NH,7216.0,198941.0,8.0,0.0,0.0,432.0
2020-08-28,NJ,194326.0,2558223.0,436.0,83.0,30.0,15932.0
2020-08-28,NM,25042.0,0.0,72.0,0.0,0.0,767.0
2020-08-28,NV,67852.0,520699.0,707.0,197.0,108.0,1287.0
2020-08-28,NY,432767.0,0.0,478.0,122.0,51.0,25312.0
2020-08-28,OH,120124.0,0.0,800.0,271.0,151.0,4105.0
2020-08-28,OK,56260.0,799520.0,559.0,229.0,0.0,786.0
2020-08-28,OR,25761.0,512955.0,171.0,53.0,23.0,438.0
2020-08-28,PA,131991.0,1488835.0,526.0,0.0,80.0,7655.0
2020-08-28,PR,14726.0,305972.0,409.0,72.0,51.0,424.0
2020-08-28,RI,21683.0,245108.0,81.0,8.0,4.0,1046.0
2020-08-28,SC,115951.0,810558.0,979.0,246.0,146.0,2655.0
2020-08-28,SD,12517.0,130423.0,80.0,0.0,0.0,165.0
2020-08-28,TN,150815.0,0.0,1012.0,324.0,169.0,1701.0
2020-08-28,TX,601768.0,0.0,4422.0,1636.0,0.0,12266.0
2020-08-28,UT,50948.0,596635.0,127.0,44.0,0.0,407.0
2020-08-28,VA,117592.0,0.0,1101.0,261.0,136.0,2550.0
2020-08-28,VI,1075.0,14304.0,0.0,0.0,0.0,14.0
2020-08-28,VT,1589.0,123730.0,11.0,0.0,0.0,58.0
2020-08-28,WA,75123.0,0.0,443.0,0.0,45.0,1890.0
2020-08-28,WI,78868.0,1156807.0,309.0,103.0,0.0,1121.0
2020-08-28,WV,9824.0,0.0,133.0,50.0,23.0,202.0
2020-08-28,WY,3763.0,71473.0,15.0,0.0,0.0,37.0
2020-08-27,AK,4998.0,0.0,43.0,0.0,9.0,37.0
2020-08-27,AL,121023.0,835786.0,1052.0,0.0,0.0,2076.0
2020-08-27,AR,58745.0,631283.0,433.0,0.0,99.0,739.0
2020-08-27,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-27,AZ,200139.0,974789.0,895.0,311.0,176.0,4929.0
2020-08-27,CA,683529.0,0.0,5397.0,1492.0,0.0,12550.0
2020-08-27,CO,56343.0,634968.0,213.0,0.0,0.0,1931.0
2020-08-27,CT,52350.0,0.0,56.0,0.0,0.0,4465.0
2020-08-27,DC,13794.0,0.0,83.0,24.0,10.0,605.0
2020-08-27,DE,16976.0,211083.0,57.0,15.0,0.0,604.0
2020-08-27,FL,605342.0,3905373.0,4252.0,0.0,0.0,11011.0
2020-08-27,GA,263074.0,0.0,2129.0,0.0,0.0,5393.0
2020-08-27,GU,1232.0,35124.0,30.0,3.0,0.0,10.0
2020-08-27,HI,7260.0,178415.0,291.0,54.0,35.0,51.0
2020-08-27,IA,59786.0,541857.0,305.0,99.0,44.0,1083.0
2020-08-27,ID,30780.0,215891.0,176.0,53.0,0.0,337.0
2020-08-27,IL,228751.0,0.0,1631.0,390.0,151.0,8186.0
2020-08-27,IN,90504.0,944242.0,882.0,279.0,71.0,3266.0
2020-08-27,KS,39937.0,355160.0,262.0,76.0,25.0,437.0
2020-08-27,KY,45978.0,0.0,573.0,154.0,0.0,910.0
2020-08-27,LA,146338.0,1672566.0,876.0,0.0,145.0,4874.0
2020-08-27,MA,127124.0,1532386.0,333.0,61.0,29.0,9007.0
2020-08-27,MD,106063.0,1169019.0,412.0,107.0,0.0,3722.0
2020-08-27,ME,4414.0,0.0,9.0,4.0,1.0,132.0
2020-08-27,MI,110343.0,0.0,669.0,184.0,85.0,6706.0
2020-08-27,MN,72390.0,1021100.0,305.0,139.0,0.0,1855.0
2020-08-27,MO,79574.0,863449.0,902.0,0.0,110.0,1450.0
2020-08-27,MP,54.0,13486.0,0.0,0.0,0.0,2.0
2020-08-27,MS,80695.0,475943.0,827.0,230.0,125.0,2399.0
2020-08-27,MT,6929.0,0.0,119.0,0.0,0.0,98.0
2020-08-27,NC,161076.0,0.0,958.0,272.0,0.0,2630.0
2020-08-27,ND,10776.0,185759.0,61.0,17.0,0.0,143.0
2020-08-27,NE,32727.0,315848.0,166.0,0.0,0.0,386.0
2020-08-27,NH,7194.0,196823.0,9.0,0.0,0.0,431.0
2020-08-27,NJ,193927.0,2558223.0,455.0,77.0,29.0,15922.0
2020-08-27,NM,24920.0,0.0,68.0,0.0,0.0,764.0
2020-08-27,NV,67220.0,517012.0,727.0,207.0,110.0,1271.0
2020-08-27,NY,432131.0,0.0,490.0,126.0,52.0,25309.0
2020-08-27,OH,118828.0,0.0,787.0,257.0,150.0,4076.0
2020-08-27,OK,55550.0,790299.0,552.0,211.0,0.0,778.0
2020-08-27,OR,25571.0,507167.0,140.0,48.0,26.0,433.0
2020-08-27,PA,131156.0,1471765.0,542.0,0.0,82.0,7635.0
2020-08-27,PR,14469.0,305972.0,403.0,74.0,41.0,412.0
2020-08-27,RI,21589.0,241824.0,82.0,10.0,3.0,1044.0
2020-08-27,SC,114598.0,803421.0,1006.0,262.0,144.0,2628.0
2020-08-27,SD,12194.0,129089.0,75.0,0.0,0.0,162.0
2020-08-27,TN,149179.0,0.0,1047.0,324.0,166.0,1673.0
2020-08-27,TX,597737.0,0.0,4489.0,1704.0,0.0,12070.0
2020-08-27,UT,50557.0,593326.0,134.0,41.0,0.0,403.0
2020-08-27,VA,115458.0,0.0,1174.0,264.0,148.0,2515.0
2020-08-27,VI,1052.0,14144.0,0.0,0.0,0.0,14.0
2020-08-27,VT,1585.0,121869.0,12.0,0.0,0.0,58.0
2020-08-27,WA,74525.0,0.0,459.0,0.0,37.0,1880.0
2020-08-27,WI,78004.0,1148494.0,291.0,96.0,0.0,1119.0
2020-08-27,WV,9633.0,0.0,146.0,47.0,25.0,199.0
2020-08-27,WY,3722.0,70810.0,13.0,0.0,0.0,37.0
2020-08-26,AK,4914.0,0.0,44.0,0.0,6.0,37.0
2020-08-26,AL,119254.0,824431.0,1077.0,0.0,0.0,2045.0
2020-08-26,AR,58023.0,625250.0,435.0,0.0,108.0,732.0
2020-08-26,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-26,AZ,199459.0,967451.0,967.0,305.0,180.0,4896.0
2020-08-26,CA,679099.0,0.0,5537.0,1507.0,0.0,12407.0
2020-08-26,CO,55993.0,630110.0,253.0,0.0,0.0,1927.0
2020-08-26,CT,52220.0,0.0,57.0,0.0,0.0,4463.0
2020-08-26,DC,13722.0,0.0,77.0,25.0,13.0,605.0
2020-08-26,DE,16986.0,210109.0,50.0,13.0,0.0,604.0
2020-08-26,FL,602113.0,3884096.0,4405.0,0.0,0.0,10872.0
2020-08-26,GA,260590.0,0.0,2227.0,0.0,0.0,5311.0
2020-08-26,GU,1120.0,34234.0,26.0,4.0,0.0,9.0
2020-08-26,HI,6984.0,176173.0,270.0,50.0,19.0,49.0
2020-08-26,IA,58235.0,535573.0,313.0,102.0,40.0,1067.0
2020-08-26,ID,30475.0,214387.0,160.0,47.0,0.0,326.0
2020-08-26,IL,227044.0,0.0,1573.0,350.0,132.0,8163.0
2020-08-26,IN,89359.0,933178.0,948.0,283.0,75.0,3259.0
2020-08-26,KS,39937.0,355160.0,262.0,76.0,25.0,437.0
2020-08-26,KY,45230.0,0.0,593.0,151.0,0.0,902.0
2020-08-26,LA,145661.0,1663207.0,914.0,0.0,148.0,4851.0
2020-08-26,MA,126756.0,1507411.0,356.0,68.0,29.0,8987.0
2020-08-26,MD,105486.0,1157685.0,432.0,106.0,0.0,3717.0
2020-08-26,ME,4389.0,0.0,8.0,5.0,1.0,132.0
2020-08-26,MI,109480.0,0.0,637.0,186.0,93.0,6690.0
2020-08-26,MN,71236.0,1007811.0,304.0,134.0,0.0,1842.0
2020-08-26,MO,78062.0,854078.0,882.0,0.0,116.0,1449.0
2020-08-26,MP,54.0,12867.0,0.0,0.0,0.0,2.0
2020-08-26,MS,80110.0,471680.0,878.0,232.0,119.0,2373.0
2020-08-26,MT,6785.0,0.0,125.0,0.0,0.0,98.0
2020-08-26,NC,158985.0,0.0,1004.0,281.0,0.0,2606.0
2020-08-26,ND,10444.0,184651.0,53.0,17.0,0.0,142.0
2020-08-26,NE,32348.0,312412.0,168.0,0.0,0.0,383.0
2020-08-26,NH,7159.0,194676.0,8.0,0.0,0.0,430.0
2020-08-26,NJ,193567.0,2531278.0,425.0,72.0,29.0,15915.0
2020-08-26,NM,24732.0,0.0,71.0,0.0,0.0,755.0
2020-08-26,NV,66666.0,514489.0,761.0,211.0,118.0,1250.0
2020-08-26,NY,431340.0,0.0,492.0,136.0,54.0,25305.0
2020-08-26,OH,117584.0,0.0,771.0,259.0,144.0,4044.0
2020-08-26,OK,54838.0,782546.0,533.0,211.0,0.0,763.0
2020-08-26,OR,25391.0,502618.0,154.0,53.0,27.0,428.0
2020-08-26,PA,130536.0,1457642.0,537.0,0.0,80.0,7624.0
2020-08-26,PR,14010.0,305972.0,397.0,62.0,44.0,404.0
2020-08-26,RI,21454.0,238176.0,80.0,11.0,4.0,1041.0
2020-08-26,SC,114093.0,795986.0,1058.0,268.0,156.0,2573.0
2020-08-26,SD,11851.0,126194.0,58.0,0.0,0.0,162.0
2020-08-26,TN,147353.0,0.0,1070.0,340.0,169.0,1648.0
2020-08-26,TX,592137.0,0.0,4806.0,1723.0,0.0,11805.0
2020-08-26,UT,50174.0,589254.0,130.0,40.0,0.0,401.0
2020-08-26,VA,115458.0,0.0,1170.0,265.0,145.0,2515.0
2020-08-26,VI,1030.0,13935.0,0.0,0.0,0.0,14.0
2020-08-26,VT,1574.0,119971.0,14.0,0.0,0.0,58.0
2020-08-26,WA,73916.0,0.0,441.0,0.0,47.0,1876.0
2020-08-26,WI,77092.0,1138581.0,344.0,107.0,0.0,1108.0
2020-08-26,WV,9540.0,0.0,143.0,42.0,22.0,190.0
2020-08-26,WY,3684.0,66894.0,17.0,0.0,0.0,37.0
2020-08-25,AK,4862.0,0.0,46.0,0.0,6.0,36.0
2020-08-25,AL,117242.0,810035.0,1097.0,0.0,0.0,2037.0
2020-08-25,AR,57374.0,616810.0,442.0,0.0,108.0,711.0
2020-08-25,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-25,AZ,199273.0,962931.0,999.0,319.0,168.0,4792.0
2020-08-25,CA,673095.0,0.0,5561.0,1540.0,0.0,12257.0
2020-08-25,CO,55800.0,626261.0,243.0,0.0,0.0,1926.0
2020-08-25,CT,52040.0,0.0,59.0,0.0,0.0,4463.0
2020-08-25,DC,13684.0,0.0,87.0,28.0,12.0,604.0
2020-08-25,DE,16962.0,208366.0,40.0,12.0,0.0,603.0
2020-08-25,FL,599176.0,3861022.0,4544.0,0.0,0.0,10717.0
2020-08-25,GA,258354.0,0.0,2260.0,0.0,0.0,5262.0
2020-08-25,GU,984.0,33418.0,27.0,6.0,0.0,7.0
2020-08-25,HI,6984.0,173866.0,250.0,35.0,19.0,49.0
2020-08-25,IA,57294.0,530449.0,295.0,82.0,37.0,1052.0
2020-08-25,ID,30070.0,210025.0,160.0,47.0,0.0,314.0
2020-08-25,IL,224887.0,0.0,1549.0,345.0,135.0,8126.0
2020-08-25,IN,88421.0,922560.0,987.0,276.0,77.0,3241.0
2020-08-25,KS,38401.0,348556.0,189.0,64.0,22.0,426.0
2020-08-25,KY,44568.0,0.0,593.0,151.0,0.0,895.0
2020-08-25,LA,144116.0,1649946.0,930.0,0.0,141.0,4797.0
2020-08-25,MA,126420.0,1487982.0,327.0,61.0,28.0,8960.0
2020-08-25,MD,105046.0,1150519.0,411.0,97.0,0.0,3707.0
2020-08-25,ME,4368.0,0.0,8.0,5.0,1.0,131.0
2020-08-25,MI,108637.0,0.0,637.0,186.0,86.0,6684.0
2020-08-25,MN,70707.0,1001819.0,312.0,137.0,0.0,1825.0
2020-08-25,MO,76636.0,847442.0,925.0,0.0,119.0,1440.0
2020-08-25,MP,54.0,12867.0,0.0,0.0,0.0,2.0
2020-08-25,MS,79206.0,468055.0,920.0,234.0,124.0,2315.0
2020-08-25,MT,6624.0,0.0,119.0,0.0,0.0,97.0
2020-08-25,NC,157741.0,0.0,1000.0,270.0,0.0,2570.0
2020-08-25,ND,10211.0,183370.0,50.0,16.0,0.0,142.0
2020-08-25,NE,32047.0,308434.0,154.0,0.0,0.0,383.0
2020-08-25,NH,7150.0,192721.0,8.0,0.0,0.0,429.0
2020-08-25,NJ,193241.0,2507874.0,432.0,78.0,30.0,15905.0
2020-08-25,NM,24535.0,0.0,64.0,0.0,0.0,750.0
2020-08-25,NV,66413.0,512869.0,772.0,216.0,122.0,1230.0
2020-08-25,NY,430774.0,0.0,488.0,133.0,52.0,25297.0
2020-08-25,OH,116495.0,0.0,783.0,250.0,150.0,3996.0
2020-08-25,OK,54172.0,776659.0,553.0,226.0,0.0,744.0
2020-08-25,OR,25155.0,498182.0,143.0,44.0,25.0,420.0
2020-08-25,PA,130035.0,1445170.0,543.0,0.0,82.0,7605.0
2020-08-25,PR,13992.0,305972.0,391.0,67.0,43.0,395.0
2020-08-25,RI,21372.0,236417.0,87.0,11.0,2.0,1039.0
2020-08-25,SC,113488.0,792619.0,1025.0,261.0,144.0,2529.0
2020-08-25,SD,11559.0,126174.0,53.0,0.0,0.0,161.0
2020-08-25,TN,145417.0,0.0,1099.0,359.0,226.0,1628.0
2020-08-25,TX,586730.0,0.0,4907.0,1799.0,0.0,11576.0
2020-08-25,UT,49767.0,585366.0,143.0,47.0,0.0,397.0
2020-08-25,VA,114635.0,0.0,1174.0,273.0,144.0,2494.0
2020-08-25,VI,998.0,13613.0,0.0,0.0,0.0,12.0
2020-08-25,VT,1570.0,119348.0,13.0,0.0,0.0,58.0
2020-08-25,WA,73284.0,0.0,421.0,0.0,37.0,1867.0
2020-08-25,WI,76306.0,1128971.0,354.0,133.0,0.0,1102.0
2020-08-25,WV,9395.0,0.0,139.0,46.0,21.0,187.0
2020-08-25,WY,3634.0,66894.0,18.0,0.0,0.0,37.0
2020-08-24,AK,4829.0,0.0,43.0,0.0,8.0,32.0
2020-08-24,AL,116710.0,806609.0,1149.0,0.0,0.0,2024.0
2020-08-24,AR,56894.0,616810.0,466.0,0.0,108.0,696.0
2020-08-24,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-24,AZ,198414.0,958808.0,908.0,345.0,176.0,4771.0
2020-08-24,CA,668615.0,0.0,5618.0,1549.0,0.0,12152.0
2020-08-24,CO,55341.0,594857.0,243.0,0.0,0.0,1919.0
2020-08-24,CT,52011.0,0.0,57.0,0.0,0.0,4460.0
2020-08-24,DC,13639.0,0.0,85.0,26.0,13.0,604.0
2020-08-24,DE,16942.0,206559.0,38.0,7.0,0.0,604.0
2020-08-24,FL,596511.0,3844327.0,4646.0,0.0,0.0,10534.0
2020-08-24,GA,256253.0,0.0,2350.0,0.0,0.0,5156.0
2020-08-24,GU,907.0,32564.0,17.0,4.0,0.0,7.0
2020-08-24,HI,6600.0,172224.0,192.0,35.0,19.0,47.0
2020-08-24,IA,56633.0,527465.0,275.0,86.0,37.0,1044.0
2020-08-24,ID,29853.0,208732.0,192.0,52.0,0.0,307.0
2020-08-24,IL,223207.0,0.0,1529.0,334.0,141.0,8097.0
2020-08-24,IN,87592.0,914446.0,912.0,248.0,75.0,3225.0
2020-08-24,KS,38401.0,348556.0,189.0,64.0,22.0,426.0
2020-08-24,KY,43899.0,0.0,564.0,149.0,0.0,885.0
2020-08-24,LA,143566.0,1628915.0,939.0,0.0,152.0,4764.0
2020-08-24,MA,126022.0,1465557.0,308.0,62.0,26.0,8948.0
2020-08-24,MD,104669.0,1142924.0,407.0,103.0,0.0,3694.0
2020-08-24,ME,4356.0,0.0,6.0,5.0,1.0,131.0
2020-08-24,MI,107686.0,0.0,637.0,186.0,86.0,6663.0
2020-08-24,MN,70298.0,997512.0,310.0,135.0,0.0,1817.0
2020-08-24,MO,75944.0,843768.0,957.0,0.0,118.0,1426.0
2020-08-24,MP,54.0,12867.0,0.0,0.0,0.0,2.0
2020-08-24,MS,78405.0,464257.0,903.0,237.0,127.0,2248.0
2020-08-24,MT,6489.0,0.0,114.0,0.0,0.0,91.0
2020-08-24,NC,156396.0,0.0,948.0,274.0,0.0,2535.0
2020-08-24,ND,9978.0,182018.0,51.0,16.0,0.0,140.0
2020-08-24,NE,31889.0,307711.0,146.0,0.0,0.0,378.0
2020-08-24,NH,7134.0,191095.0,11.0,0.0,0.0,429.0
2020-08-24,NJ,192886.0,2487093.0,446.0,66.0,27.0,15901.0
2020-08-24,NM,24469.0,0.0,68.0,0.0,0.0,747.0
2020-08-24,NV,66010.0,510667.0,771.0,229.0,126.0,1200.0
2020-08-24,NY,430145.0,0.0,482.0,120.0,54.0,25295.0
2020-08-24,OH,115651.0,0.0,802.0,276.0,146.0,3986.0
2020-08-24,OK,53522.0,759335.0,578.0,237.0,0.0,730.0
2020-08-24,OR,24937.0,494883.0,173.0,47.0,19.0,417.0
2020-08-24,PA,129474.0,1433364.0,518.0,0.0,71.0,7579.0
2020-08-24,PR,13922.0,305972.0,363.0,71.0,42.0,390.0
2020-08-24,RI,21302.0,233372.0,80.0,11.0,4.0,1035.0
2020-08-24,SC,112551.0,783926.0,979.0,248.0,148.0,2511.0
2020-08-24,SD,11425.0,126038.0,65.0,0.0,0.0,161.0
2020-08-24,TN,144604.0,0.0,1018.0,342.0,173.0,1588.0
2020-08-24,TX,580384.0,0.0,5019.0,1809.0,0.0,11395.0
2020-08-24,UT,49364.0,581933.0,144.0,57.0,0.0,390.0
2020-08-24,VA,113630.0,0.0,1127.0,256.0,134.0,2471.0
2020-08-24,VI,984.0,13458.0,0.0,0.0,0.0,11.0
2020-08-24,VT,1564.0,118415.0,11.0,0.0,0.0,58.0
2020-08-24,WA,73067.0,0.0,454.0,0.0,36.0,1863.0
2020-08-24,WI,75619.0,1119622.0,337.0,121.0,0.0,1089.0
2020-08-24,WV,9312.0,0.0,141.0,47.0,23.0,179.0
2020-08-24,WY,3603.0,62419.0,20.0,0.0,0.0,37.0
2020-08-23,AK,4758.0,0.0,48.0,0.0,7.0,32.0
2020-08-23,AL,115060.0,806609.0,1093.0,0.0,0.0,2013.0
2020-08-23,AR,56574.0,609126.0,500.0,0.0,110.0,687.0
2020-08-23,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-23,AZ,198103.0,952766.0,969.0,329.0,191.0,4771.0
2020-08-23,CA,663669.0,0.0,5665.0,1582.0,0.0,12134.0
2020-08-23,CO,55143.0,594857.0,225.0,0.0,0.0,1918.0
2020-08-23,CT,51519.0,0.0,54.0,0.0,0.0,4460.0
2020-08-23,DC,13590.0,0.0,80.0,27.0,12.0,604.0
2020-08-23,DE,16895.0,204950.0,44.0,8.0,0.0,600.0
2020-08-23,FL,594287.0,3828062.0,4580.0,0.0,0.0,10462.0
2020-08-23,GA,253949.0,0.0,2360.0,0.0,0.0,5132.0
2020-08-23,GU,820.0,31771.0,16.0,3.0,0.0,7.0
2020-08-23,HI,6356.0,169828.0,192.0,35.0,19.0,47.0
2020-08-23,IA,56275.0,525701.0,260.0,82.0,39.0,1036.0
2020-08-23,ID,29662.0,207618.0,192.0,52.0,0.0,306.0
2020-08-23,IL,221595.0,0.0,1449.0,339.0,117.0,8089.0
2020-08-23,IN,85932.0,891870.0,894.0,252.0,70.0,3220.0
2020-08-23,KS,36856.0,329459.0,296.0,89.0,24.0,419.0
2020-08-23,KY,43529.0,0.0,590.0,166.0,0.0,881.0
2020-08-23,LA,142943.0,1620895.0,941.0,0.0,152.0,4746.0
2020-08-23,MA,125360.0,1428313.0,315.0,50.0,20.0,8921.0
2020-08-23,MD,104102.0,1128794.0,407.0,99.0,0.0,3691.0
2020-08-23,ME,4335.0,0.0,4.0,2.0,1.0,131.0
2020-08-23,MI,106808.0,0.0,646.0,173.0,95.0,6659.0
2020-08-23,MN,69584.0,990736.0,301.0,137.0,0.0,1813.0
2020-08-23,MO,75075.0,839758.0,957.0,0.0,118.0,1426.0
2020-08-23,MP,54.0,12867.0,0.0,0.0,0.0,2.0
2020-08-23,MS,77894.0,456354.0,982.0,259.0,148.0,2240.0
2020-08-23,MT,6429.0,0.0,111.0,0.0,0.0,90.0
2020-08-23,NC,155113.0,0.0,898.0,268.0,0.0,2531.0
2020-08-23,ND,9852.0,181009.0,52.0,17.0,0.0,140.0
2020-08-23,NE,31780.0,306581.0,139.0,0.0,0.0,376.0
2020-08-23,NH,7107.0,188957.0,12.0,0.0,0.0,429.0
2020-08-23,NJ,192628.0,2459504.0,411.0,72.0,27.0,15898.0
2020-08-23,NM,24396.0,0.0,64.0,0.0,0.0,745.0
2020-08-23,NV,65601.0,508628.0,825.0,247.0,138.0,1197.0
2020-08-23,NY,429737.0,0.0,472.0,110.0,50.0,25288.0
2020-08-23,OH,114802.0,0.0,777.0,271.0,150.0,3978.0
2020-08-23,OK,53165.0,759335.0,578.0,237.0,0.0,726.0
2020-08-23,OR,24710.0,491754.0,173.0,47.0,19.0,417.0
2020-08-23,PA,129048.0,1423972.0,501.0,0.0,75.0,7578.0
2020-08-23,PR,13477.0,305972.0,370.0,66.0,36.0,390.0
2020-08-23,RI,21263.0,231308.0,80.0,11.0,4.0,1035.0
2020-08-23,SC,111988.0,780348.0,1026.0,250.0,150.0,2504.0
2020-08-23,SD,11276.0,125484.0,62.0,0.0,0.0,161.0
2020-08-23,TN,143937.0,0.0,1009.0,330.0,164.0,1567.0
2020-08-23,TX,577537.0,0.0,5186.0,1878.0,0.0,11370.0
2020-08-23,UT,49115.0,579358.0,156.0,58.0,0.0,385.0
2020-08-23,VA,112966.0,0.0,1155.0,251.0,130.0,2467.0
2020-08-23,VI,960.0,13358.0,0.0,0.0,0.0,10.0
2020-08-23,VT,1556.0,117075.0,13.0,0.0,0.0,58.0
2020-08-23,WA,72793.0,0.0,455.0,0.0,42.0,1857.0
2020-08-23,WI,75205.0,1115149.0,321.0,106.0,0.0,1089.0
2020-08-23,WV,9272.0,0.0,139.0,46.0,23.0,178.0
2020-08-23,WY,3579.0,61313.0,19.0,0.0,0.0,37.0
2020-08-22,AK,4692.0,0.0,46.0,0.0,6.0,31.0
2020-08-22,AL,114532.0,801750.0,1067.0,0.0,0.0,2011.0
2020-08-22,AR,56199.0,602939.0,492.0,0.0,108.0,674.0
2020-08-22,AS,0.0,1514.0,0.0,0.0,0.0,0.0
2020-08-22,AZ,197895.0,946239.0,1046.0,363.0,209.0,4756.0
2020-08-22,CA,656892.0,0.0,5873.0,1675.0,0.0,11988.0
2020-08-22,CO,54883.0,594857.0,258.0,0.0,0.0,1918.0
2020-08-22,CT,51519.0,0.0,54.0,0.0,0.0,4460.0
2020-08-22,DC,13534.0,0.0,81.0,26.0,10.0,604.0
2020-08-22,DE,16828.0,203048.0,44.0,11.0,0.0,600.0
2020-08-22,FL,591283.0,3804250.0,4745.0,0.0,0.0,10411.0
2020-08-22,GA,252222.0,0.0,2361.0,0.0,0.0,5092.0
2020-08-22,GU,767.0,30749.0,14.0,3.0,0.0,7.0
2020-08-22,HI,6072.0,167478.0,227.0,44.0,23.0,46.0
2020-08-22,IA,55735.0,522620.0,268.0,79.0,34.0,1031.0
2020-08-22,ID,29369.0,206484.0,192.0,52.0,0.0,304.0
2020-08-22,IL,219702.0,0.0,1488.0,322.0,127.0,8083.0
2020-08-22,IN,85317.0,884329.0,883.0,235.0,76.0,3218.0
